Total_Bsmt_SF,Gr_Liv_Area,Overall_Qual,Exter_Qual,Heating_QC,Kitchen_Qual,Garage_Finish,MS_SubClass,MS_Zoning,Lot_Config,Neighborhood,House_Style,Roof_Style,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Foundation,Garage_Type,SalePrice
799.0,1571,6,4,4,3,2,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,178000
1453.0,1479,7,4,5,4,2,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,226000
784.0,1632,5,4,5,3,2,high,RL,Inside,low,2Story,Gable,VinylSd,VinylSd,BrkFace,CBlock,Attchd,173000
864.0,864,5,3,4,3,1,mid,RL,Inside,low,1Story,Gable,MetalSd,MetalSd,None,CBlock,Detchd,62383
1452.0,2713,9,5,5,5,3,high,RL,Inside,high,2Story,Hip,VinylSd,VinylSd,Stone,PConc,Attchd,446261
624.0,1479,7,3,5,4,1,mid,RL,Inside,low,2Story,Gable,Wd Sdng,Stucco,None,BrkTil,Detchd,160000
1393.0,1576,7,4,5,4,2,high,RM,Inside,mid,1Story,Hip,VinylSd,VinylSd,BrkFace,PConc,Attchd,219990
1468.0,1479,7,4,5,4,2,mid,RL,CulDSac,mid,1Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,191000
756.0,1060,5,3,3,3,1,low,RL,Inside,low,1Story,Gable,MetalSd,MetalSd,None,PConc,Detchd,136500
0.0,943,4,3,3,4,1,low,RL,CulDSac,low,1Story,Gable,HdBoard,HdBoard,None,Slab,Detchd,80000
1204.0,2183,7,4,4,4,1,low,RL,Corner,mid,1.5Fin,Gable,HdBoard,HdBoard,BrkFace,PConc,Attchd,229000
1050.0,1949,7,4,5,4,3,high,RL,Inside,mid,2Story,Gable,MetalSd,MetalSd,BrkFace,PConc,Attchd,236000
1824.0,1824,10,5,5,5,3,mid,RL,Inside,mid,1Story,Hip,MetalSd,MetalSd,BrkFace,PConc,Attchd,392000
720.0,1930,6,3,2,3,1,mid,RM,Inside,low,2Story,Gable,Plywood,Plywood,None,CBlock,Attchd,149000
970.0,2393,10,5,5,5,3,mid,FV,Inside,mid,2Story,Gable,BrkFace,MetalSd,None,PConc,Attchd,345000
716.0,2014,5,4,5,3,1,mid,RM,Corner,low,2Story,Hip,CemntBd,CmentBd,None,PConc,Detchd,169000
484.0,1242,4,3,3,3,1,mid,RL,Inside,low,1Story,Gable,Wd Sdng,Wd Sdng,None,CBlock,Attchd,109900
996.0,2000,7,3,5,3,3,high,RL,Inside,low,2Story,Gable,HdBoard,HdBoard,BrkFace,PConc,Attchd,188000
780.0,1412,6,3,5,3,1,low,RM,Inside,low,1.5Fin,Gable,MetalSd,MetalSd,None,CBlock,Detchd,132500
990.0,990,5,3,5,3,2,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,143000
1342.0,1342,5,3,5,3,1,mid,RL,Inside,low,1Story,Gable,Wd Sdng,Wd Sdng,None,CBlock,Detchd,125000
1868.0,1868,9,5,5,5,3,mid,RL,Corner,high,1Story,Hip,VinylSd,VinylSd,BrkFace,PConc,Attchd,415000
622.0,1363,4,3,4,3,1,mid,RM,Inside,low,2Story,Gable,VinylSd,VinylSd,None,CBlock,Detchd,125500
1240.0,1632,6,3,4,3,2,mid,RL,Inside,low,1Story,Hip,Wd Sdng,Wd Sdng,BrkCmn,CBlock,Attchd,139000
1722.0,2296,10,5,5,5,2,high,RL,Corner,high,2Story,Gable,CemntBd,CmentBd,Stone,PConc,BuiltIn,451950
1678.0,1678,5,3,3,3,0,low,RL,Inside,low,1Story,Hip,VinylSd,VinylSd,BrkFace,CBlock,NA,119900
1267.0,1296,8,4,5,4,3,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,220000
1587.0,1587,6,3,3,3,1,mid,RL,Inside,low,1Story,Gable,MetalSd,MetalSd,BrkFace,CBlock,Attchd,167300
720.0,1298,5,3,5,3,1,low,RL,Inside,low,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,CBlock,Detchd,122000
1728.0,1728,5,3,3,3,1,low,RM,Inside,low,1Story,Gable,HdBoard,HdBoard,BrkFace,CBlock,Detchd,125000
928.0,928,5,3,4,3,3,mid,RM,Inside,low,1Story,Hip,BrkFace,BrkFace,None,CBlock,Attchd,112500
879.0,1795,7,4,5,4,2,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,191000
1080.0,1080,6,3,4,3,1,mid,RL,Corner,low,1Story,Hip,MetalSd,MetalSd,BrkFace,CBlock,Attchd,136000
866.0,1779,7,3,5,4,2,high,RL,Corner,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,197900
485.0,1635,6,3,4,4,1,low,RM,Corner,low,1.5Fin,Hip,VinylSd,VinylSd,None,CBlock,Attchd,117000
1199.0,1220,7,4,5,4,2,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,Stone,PConc,Attchd,194000
1310.0,1310,9,4,5,4,2,high,FV,Inside,mid,1Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,285000
644.0,1355,5,3,4,3,0,low,RL,Inside,low,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,BrkTil,NA,127500
1095.0,2295,7,4,5,4,2,high,RL,CulDSac,high,2Story,Gable,HdBoard,HdBoard,None,PConc,Attchd,268000
1075.0,1798,4,3,5,3,1,mid,RM,Inside,low,2Story,Gable,MetalSd,MetalSd,None,PConc,Detchd,137000
1620.0,1620,7,3,5,4,1,mid,RL,CulDSac,mid,1Story,Gable,Plywood,Plywood,None,CBlock,Attchd,215000
1216.0,1216,5,3,3,3,2,mid,RL,Inside,low,1Story,Hip,MetalSd,MetalSd,None,CBlock,Attchd,129500
896.0,1344,5,3,4,3,1,low,RM,Inside,low,1.5Fin,Gable,MetalSd,MetalSd,None,BrkTil,Detchd,115000
747.0,1159,5,3,3,3,1,low,RL,Corner,low,1.5Fin,Gable,VinylSd,VinylSd,None,PConc,Detchd,114000
1056.0,1056,4,3,3,3,1,mid,RH,Inside,mid,1Story,Gable,HdBoard,HdBoard,None,CBlock,Detchd,107000
832.0,1216,5,3,3,3,1,low,RL,Inside,low,1.5Fin,Gable,MetalSd,MetalSd,None,CBlock,Detchd,118500
862.0,1158,6,3,3,3,2,low,RM,Corner,low,1.5Fin,Gable,WdShing,Wd Shng,None,BrkTil,BuiltIn,120000
1538.0,1538,8,4,5,4,2,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,260000
1143.0,1143,5,3,3,3,2,mid,RL,Inside,low,1Story,Hip,MetalSd,MetalSd,BrkFace,CBlock,Attchd,136000
858.0,872,4,3,3,3,1,mid,RL,Inside,low,1Story,Gable,MetalSd,MetalSd,None,CBlock,Detchd,123000
319.0,1406,6,3,3,2,0,low,RM,Inside,low,1.5Fin,Gable,MetalSd,MetalSd,None,CBlock,NA,89500
1324.0,1324,6,4,5,4,3,mid,RL,Corner,mid,1Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,199500
876.0,904,5,3,3,3,1,mid,RL,Inside,low,1Story,Gable,HdBoard,HdBoard,BrkCmn,PConc,Attchd,109900
1276.0,2080,7,4,5,4,1,mid,RL,Inside,mid,2Story,Gambrel,MetalSd,MetalSd,None,BrkTil,Detchd,234000
848.0,848,6,4,5,4,2,high,RM,Inside,mid,1Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,155900
1104.0,1788,4,3,5,3,1,low,RL,Inside,mid,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,CBlock,Attchd,161500
819.0,1344,6,3,4,4,2,mid,RL,CulDSac,mid,SLvl,Gable,HdBoard,HdBoard,BrkFace,CBlock,Basment,137500
840.0,2256,5,3,2,2,0,low,RM,Inside,low,2Story,Gable,MetalSd,MetalSd,None,BrkTil,NA,76500
1151.0,2060,6,4,3,3,1,high,RL,Corner,mid,2Story,Gable,Plywood,Plywood,BrkFace,PConc,Attchd,211000
1405.0,1337,6,4,5,4,3,high,RH,Inside,low,1Story,Gable,MetalSd,MetalSd,None,PConc,Attchd,181000
1127.0,1165,6,3,3,3,2,mid,RL,Inside,low,SLvl,Gable,HdBoard,HdBoard,BrkFace,CBlock,Attchd,174900
1164.0,1320,5,3,5,3,2,mid,RL,Inside,low,SLvl,Gable,VinylSd,VinylSd,BrkFace,CBlock,Attchd,164500
1517.0,1535,7,4,5,4,2,mid,RL,Inside,high,1Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,214000
738.0,2044,7,3,3,3,1,high,RL,Inside,mid,2Story,Gable,HdBoard,HdBoard,BrkFace,CBlock,Attchd,185000
704.0,1136,4,3,5,3,1,low,RM,Inside,low,1.5Fin,Gable,MetalSd,MetalSd,None,PConc,Detchd,123000
1001.0,1299,6,3,3,4,2,mid,RL,CulDSac,low,SFoyer,Gable,HdBoard,Wd Shng,None,CBlock,BuiltIn,183500
776.0,1441,8,4,5,4,1,mid,FV,Inside,mid,2Story,Gable,MetalSd,MetalSd,BrkFace,PConc,Detchd,174000
1073.0,1630,5,3,3,3,1,mid,RL,Inside,low,1Story,Gable,MetalSd,MetalSd,None,CBlock,Detchd,130000
728.0,1641,7,3,5,5,1,mid,RM,Inside,low,2Story,Gable,Wd Sdng,Wd Sdng,None,BrkTil,Detchd,178000
928.0,1629,5,3,4,3,3,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,189900
848.0,848,6,4,5,4,3,high,RM,Inside,mid,1Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,144000
816.0,816,6,4,5,3,1,low,RM,Corner,low,1Story,Gable,Wd Sdng,Wd Sdng,None,BrkTil,Detchd,120500
1097.0,1097,5,3,5,3,1,mid,RL,Corner,mid,1Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,145000
1494.0,1652,8,4,5,5,2,high,RL,Inside,high,1Story,Gable,CemntBd,CmentBd,None,PConc,Attchd,251000
1768.0,1768,4,3,3,3,0,low,RL,Inside,low,1Story,Hip,HdBoard,HdBoard,None,CBlock,NA,136500
0.0,1152,4,3,3,3,0,low,RL,Inside,low,1Story,Gable,WdShing,Wd Shng,BrkCmn,Slab,NA,82500
0.0,810,2,2,3,3,1,low,I (all),Inside,low,1Story,Gable,Wd Sdng,Wd Sdng,None,CBlock,Detchd,57625
1350.0,1358,7,4,5,4,2,high,RL,Inside,high,1Story,Gable,VinylSd,VinylSd,Stone,PConc,Attchd,212500
1216.0,1216,6,3,5,3,1,high,RM,FR2,low,1Story,Hip,VinylSd,VinylSd,BrkFace,PConc,Attchd,164000
967.0,1638,6,3,4,4,1,low,RM,Inside,low,1.5Fin,Gable,MetalSd,MetalSd,BrkFace,CBlock,Detchd,139000
600.0,1252,7,4,5,4,1,mid,FV,Inside,mid,2Story,Gable,MetalSd,MetalSd,BrkFace,PConc,Detchd,160000
828.0,883,5,3,3,3,1,mid,RL,Inside,low,SFoyer,Gable,HdBoard,Wd Shng,None,PConc,Detchd,149000
864.0,874,5,3,3,3,2,mid,RL,Inside,low,1Story,Gable,HdBoard,HdBoard,None,CBlock,Attchd,130000
576.0,1710,7,3,4,3,1,mid,RM,Inside,low,2Story,Gable,Stucco,Stucco,None,BrkTil,Detchd,140000
1836.0,1836,8,4,5,4,3,mid,FV,Corner,mid,1Story,Hip,VinylSd,VinylSd,BrkFace,PConc,Attchd,264500
1092.0,1092,5,3,3,3,3,mid,RL,Inside,low,1Story,Gable,Wd Sdng,Wd Sdng,None,CBlock,Attchd,141000
1241.0,1241,7,4,5,4,3,high,FV,Inside,mid,1Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,199900
1350.0,1334,6,3,3,3,2,mid,RL,Inside,mid,1Story,Gable,Plywood,Plywood,BrkFace,CBlock,Attchd,167900
1144.0,1429,6,3,5,4,1,mid,RL,CulDSac,low,1Story,Gable,Wd Sdng,Wd Sdng,BrkFace,CBlock,Attchd,181900
1566.0,1566,8,4,5,4,2,mid,FV,Inside,mid,1Story,Gable,VinylSd,VinylSd,Stone,PConc,Attchd,262500
908.0,2288,7,3,5,4,2,high,RL,Inside,mid,2Story,Hip,HdBoard,HdBoard,BrkFace,PConc,Attchd,230000
1698.0,1709,9,4,5,4,3,high,FV,CulDSac,mid,1Story,Gable,MetalSd,MetalSd,BrkFace,PConc,Attchd,328900
1721.0,1721,8,4,5,4,2,mid,RL,Inside,high,1Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,232698
1254.0,1254,8,4,5,4,2,mid,RL,Corner,mid,1Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,221800
576.0,1350,5,3,4,4,1,low,RL,Corner,low,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,BrkTil,2Types,152400
1630.0,1630,7,4,5,4,1,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,213000
784.0,1585,7,4,5,4,2,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,184900
1165.0,1336,5,3,3,3,1,low,RL,Corner,mid,1Story,Hip,MetalSd,MetalSd,BrkFace,CBlock,Attchd,157000
864.0,1211,5,3,4,3,1,mid,RL,Inside,low,1Story,Hip,HdBoard,HdBoard,None,CBlock,Detchd,144000
1259.0,1353,6,3,5,3,2,mid,RL,Inside,mid,1Story,Gable,MetalSd,MetalSd,BrkFace,CBlock,Attchd,192350
1174.0,1200,7,3,5,3,2,mid,RL,Inside,low,1Story,Hip,HdBoard,Plywood,BrkFace,CBlock,Attchd,163500
1475.0,2329,7,3,5,4,1,high,RL,Inside,mid,2Story,Hip,HdBoard,HdBoard,BrkFace,PConc,Attchd,262280
1536.0,1536,7,4,5,4,2,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,214000
1073.0,1811,6,3,5,5,3,mid,RL,Inside,mid,1Story,Gable,Stone,Stone,None,PConc,Attchd,230000
1063.0,2172,7,4,5,4,2,high,RL,Corner,high,2Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,280000
1073.0,1073,4,3,4,3,1,mid,C (all),Corner,low,1Story,Gable,MetalSd,MetalSd,None,CBlock,Detchd,140000
756.0,1839,6,3,3,3,1,high,RL,Inside,low,2Story,Gable,MetalSd,MetalSd,BrkFace,CBlock,Attchd,155000
1020.0,1020,3,2,2,2,0,low,C (all),Corner,low,1.5Unf,Gable,Wd Sdng,Wd Sdng,None,BrkTil,NA,64500
946.0,1802,6,4,5,4,2,high,RL,CulDSac,mid,2Story,Gable,VinylSd,VinylSd,BrkFace,PConc,2Types,218000
995.0,1009,5,3,3,3,1,mid,RL,Inside,mid,SLvl,Gable,Plywood,VinylSd,BrkFace,CBlock,Detchd,160000
1338.0,1338,8,4,5,4,2,mid,FV,Inside,mid,1Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,208900
0.0,3820,5,3,3,5,1,mid,RL,Inside,low,1Story,Gable,Plywood,Plywood,None,Slab,Attchd,284700
689.0,1392,7,4,5,4,1,mid,FV,Inside,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,Detchd,146000
1260.0,1288,8,4,5,5,3,high,RL,Inside,high,1Story,Gable,BrkFace,BrkFace,None,PConc,Attchd,245500
992.0,1013,6,3,5,3,1,low,RM,Inside,low,1.5Unf,Gable,MetalSd,MetalSd,None,BrkTil,Detchd,113000
1782.0,1782,8,4,5,4,3,mid,RL,FR3,high,1Story,Hip,VinylSd,VinylSd,BrkFace,PConc,Attchd,296000
1922.0,1922,9,4,5,4,3,mid,RL,Corner,high,1Story,Hip,VinylSd,VinylSd,Stone,PConc,Attchd,377426
1700.0,1718,10,5,5,5,3,mid,RL,FR2,high,1Story,Hip,CemntBd,CmentBd,Stone,PConc,Attchd,337500
2492.0,2492,10,5,5,5,3,mid,RL,Inside,high,1Story,Hip,CemntBd,CmentBd,Stone,PConc,Attchd,552000
624.0,936,4,3,5,3,1,low,RL,Inside,low,1.5Fin,Gable,VinylSd,VinylSd,None,CBlock,Attchd,97900
1218.0,1218,6,4,5,4,3,mid,FV,Inside,mid,1Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,208300
910.0,1820,7,3,5,4,1,high,RL,Inside,low,2Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,213000
880.0,1724,7,3,5,4,3,high,RL,CulDSac,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,188000
1121.0,1336,6,3,5,3,2,mid,RL,Corner,low,1Story,Hip,Wd Sdng,Wd Sdng,BrkFace,CBlock,Attchd,162000
910.0,1558,5,3,3,3,1,low,RM,Inside,low,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,CBlock,Attchd,152000
991.0,1947,7,4,5,4,2,high,FV,Corner,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,254900
832.0,1657,7,4,5,4,2,high,RL,CulDSac,mid,2Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,189000
2048.0,2064,7,4,3,4,3,mid,RL,CulDSac,mid,1Story,Hip,Plywood,Plywood,BrkFace,CBlock,Attchd,235000
1164.0,1164,5,3,3,3,1,low,RL,Inside,low,1Story,Gable,MetalSd,MetalSd,None,CBlock,Detchd,125000
836.0,836,7,3,5,3,1,high,RL,FR2,low,1Story,Gable,Plywood,Brk Cmn,None,CBlock,Attchd,120000
0.0,1600,1,3,3,3,1,mid,A (agr),Inside,low,1Story,Gable,CBlock,VinylSd,None,CBlock,Attchd,81500
816.0,816,6,3,3,3,0,low,RL,Inside,low,SFoyer,Gable,HdBoard,HdBoard,BrkFace,CBlock,NA,118500
1766.0,1766,9,5,5,5,3,mid,FV,Inside,mid,1Story,Gable,CemntBd,CmentBd,Stone,PConc,Attchd,370878
1001.0,2002,5,3,3,3,1,low,RH,Inside,mid,2Story,Gable,MetalSd,MetalSd,None,CBlock,2Types,145000
798.0,1954,7,4,5,4,1,low,RL,Corner,mid,1.5Fin,Gable,VinylSd,VinylSd,BrkFace,CBlock,Attchd,311500
1220.0,1364,7,4,5,4,3,high,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,210250
916.0,1861,7,4,5,4,2,high,RL,Corner,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,BuiltIn,200000
0.0,1734,5,3,3,4,1,low,RL,Inside,low,1.5Fin,Gable,Plywood,Plywood,None,CBlock,Attchd,126000
405.0,1039,4,4,4,3,1,mid,RL,Corner,low,2Story,Gable,MetalSd,MetalSd,None,BrkTil,Detchd,114000
677.0,1510,4,4,3,4,1,mid,RM,Inside,low,2Story,Gable,VinylSd,VinylSd,None,BrkTil,Detchd,87500
1149.0,2541,8,4,5,5,3,high,RL,Inside,high,2Story,Hip,VinylSd,VinylSd,Stone,PConc,BuiltIn,349265
1512.0,1512,8,4,5,4,2,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,203000
1454.0,1434,7,4,5,4,2,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,189000
812.0,1653,7,4,5,4,2,high,FV,Inside,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,209000
917.0,2007,6,3,4,5,1,mid,RM,Corner,low,2Story,Gable,Stucco,BrkFace,None,BrkTil,Detchd,160000
1037.0,1037,5,3,3,3,2,mid,RL,CulDSac,low,1Story,Gable,Plywood,Plywood,BrkFace,CBlock,Attchd,129000
1389.0,1389,5,3,4,3,2,mid,RL,Inside,low,1Story,Gable,HdBoard,HdBoard,None,CBlock,Attchd,170000
440.0,694,5,3,3,4,1,low,RL,Inside,mid,1Story,Gable,WdShing,Stucco,None,PConc,Detchd,90350
572.0,1096,6,3,2,3,0,low,RL,Corner,low,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,BrkTil,NA,79000
894.0,894,5,3,3,3,1,mid,RL,Corner,mid,1Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,149900
864.0,864,5,3,3,3,1,mid,RL,Inside,low,1Story,Hip,MetalSd,MetalSd,None,CBlock,Detchd,123000
1095.0,1774,4,3,2,3,1,mid,RM,Inside,low,2Story,Gable,AsbShng,Stucco,None,BrkTil,2Types,87000
1096.0,1118,6,3,3,3,3,mid,RL,Inside,low,SLvl,Gable,Plywood,Plywood,None,CBlock,Attchd,171000
1032.0,1252,6,3,3,3,1,low,RL,Inside,low,1.5Fin,Gable,VinylSd,VinylSd,None,CBlock,Attchd,119000
1148.0,1148,5,3,3,3,1,mid,RL,Inside,low,1Story,Hip,BrkFace,Plywood,None,CBlock,Attchd,132500
588.0,1666,8,3,2,4,1,mid,RM,Inside,low,2Story,Hip,Stucco,Wd Shng,None,PConc,Detchd,161000
1357.0,1947,9,4,5,4,3,high,RL,CulDSac,mid,2Story,Gable,VinylSd,VinylSd,BrkFace,PConc,BuiltIn,274000
912.0,912,5,3,3,3,1,mid,RL,FR2,low,1Story,Gable,HdBoard,HdBoard,None,CBlock,Detchd,125000
1195.0,1195,5,3,3,3,0,low,RL,Inside,low,1Story,Gable,Plywood,Plywood,None,CBlock,NA,98500
1624.0,1624,8,4,5,4,2,mid,RL,Corner,high,1Story,Gable,ImStucc,ImStucc,None,PConc,Attchd,262000
914.0,914,5,3,3,3,1,mid,RL,Inside,mid,1Story,Gable,HdBoard,HdBoard,BrkFace,CBlock,Attchd,134900
1350.0,1328,5,3,4,3,2,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,None,CBlock,Attchd,170000
686.0,1461,6,3,3,3,1,mid,RL,Inside,mid,2Story,Gable,Wd Sdng,Wd Sdng,None,BrkTil,Detchd,135000
930.0,2683,6,4,5,4,2,high,RL,Inside,high,2Story,Hip,HdBoard,HdBoard,BrkFace,PConc,Attchd,290000
1246.0,1258,7,4,5,4,2,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,173500
896.0,2008,5,3,5,5,1,mid,RL,Inside,low,2Story,Gable,MetalSd,MetalSd,None,CBlock,Attchd,225000
864.0,1187,5,3,3,3,2,mid,RL,CulDSac,low,1Story,Hip,Wd Sdng,Wd Sdng,None,CBlock,Attchd,140500
990.0,990,5,3,4,3,1,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,126000
960.0,1586,8,4,5,4,1,mid,FV,Inside,mid,2Story,Gable,MetalSd,MetalSd,BrkFace,PConc,Detchd,170000
990.0,990,5,3,5,3,1,mid,RL,CulDSac,mid,1Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,156000
1484.0,1600,5,3,3,3,2,mid,RL,CulDSac,low,1Story,Gable,MetalSd,MetalSd,None,CBlock,Attchd,207500
896.0,1792,8,4,5,4,3,high,FV,Inside,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,255000
462.0,988,4,3,3,3,2,low,RM,Inside,low,SLvl,Gable,CemntBd,CmentBd,None,CBlock,BuiltIn,94900
1170.0,1170,5,3,3,3,2,mid,RL,Inside,low,1Story,Hip,BrkFace,BrkFace,None,CBlock,Attchd,140000
738.0,1376,3,3,4,3,1,mid,RM,Inside,low,2Story,Gable,MetalSd,MetalSd,None,BrkTil,Detchd,96900
1154.0,1154,5,3,5,3,2,mid,RL,CulDSac,low,1Story,Gable,Plywood,Plywood,BrkFace,CBlock,Attchd,154000
725.0,1772,8,4,5,4,1,mid,RM,Inside,low,2Story,Hip,VinylSd,VinylSd,None,BrkTil,Detchd,184900
2078.0,2084,10,5,5,5,3,mid,RL,Inside,high,1Story,Hip,CemntBd,CmentBd,BrkFace,PConc,Attchd,385000
951.0,951,4,3,5,3,1,low,RM,Inside,low,1Story,Gable,Wd Sdng,Wd Sdng,None,BrkTil,Detchd,106500
1455.0,2687,8,4,5,4,2,high,RL,Inside,high,2Story,Gable,VinylSd,VinylSd,BrkFace,PConc,BuiltIn,327000
2458.0,2490,9,5,5,5,3,mid,RL,Corner,mid,1Story,Hip,VinylSd,VinylSd,Stone,PConc,Attchd,468000
1204.0,1666,6,3,3,3,1,low,RM,Corner,low,1.5Fin,Gable,MetalSd,MetalSd,None,BrkTil,Detchd,135000
1141.0,1141,6,4,5,3,1,mid,RL,Inside,mid,1Story,Gable,VinylSd,VinylSd,None,PConc,Detchd,142500
732.0,1464,5,3,5,3,1,high,RL,Inside,low,2Story,Gable,MetalSd,MetalSd,None,CBlock,Attchd,141000
1117.0,1347,5,3,3,3,0,low,RL,Inside,low,2Story,Gable,MetalSd,MetalSd,None,CBlock,NA,107500
672.0,1282,5,3,3,3,1,low,RL,Corner,low,1.5Fin,Gable,Plywood,Plywood,None,CBlock,Detchd,108500
636.0,1320,6,3,5,4,3,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,None,PConc,Attchd,150000
216.0,936,3,3,2,3,0,low,C (all),Inside,low,1.5Fin,Gable,MetalSd,MetalSd,None,PConc,NA,78000
1580.0,1580,8,4,5,4,2,mid,RL,FR2,mid,1Story,Gable,VinylSd,VinylSd,Stone,PConc,Attchd,235128
1643.0,1824,7,3,3,4,1,mid,RL,CulDSac,mid,1Story,Gable,Plywood,Plywood,Stone,CBlock,Attchd,302000
864.0,1558,5,3,3,3,3,mid,RL,CulDSac,mid,1Story,Gable,Plywood,Wd Sdng,None,CBlock,Attchd,163000
0.0,640,3,3,3,3,1,low,RL,Inside,low,1Story,Gable,VinylSd,VinylSd,None,CBlock,Detchd,84900
855.0,1322,6,3,3,3,1,mid,RL,Inside,low,2Story,Gable,Plywood,Brk Cmn,None,CBlock,Attchd,147000
910.0,1826,7,4,5,5,1,mid,RM,Corner,low,2Story,Gable,Stucco,Stucco,None,PConc,Attchd,155000
1309.0,1339,7,3,3,3,3,mid,RL,CulDSac,mid,1Story,Hip,HdBoard,HdBoard,BrkFace,CBlock,Attchd,180000
0.0,1092,4,2,2,2,0,low,RM,Inside,low,2Story,Hip,VinylSd,Wd Shng,None,Slab,NA,55000
868.0,1146,7,4,5,4,3,mid,RL,Corner,mid,SLvl,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,187500
1041.0,1125,6,3,5,3,1,mid,RL,Inside,low,SLvl,Hip,MetalSd,MetalSd,BrkFace,CBlock,Detchd,125000
1017.0,2057,7,4,4,4,3,low,RL,Inside,mid,1.5Fin,Gable,BrkFace,BrkFace,None,CBlock,Attchd,250000
481.0,899,5,3,3,3,1,low,RM,Inside,low,1Story,Mansard,MetalSd,MetalSd,None,BrkTil,Detchd,78000
828.0,1594,4,3,4,3,0,low,RM,Inside,low,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,Stone,NA,118000
1694.0,1694,8,5,5,4,3,mid,RL,Inside,high,1Story,Hip,VinylSd,VinylSd,BrkFace,PConc,Attchd,318000
777.0,1911,8,4,5,4,2,high,RL,Inside,mid,2Story,Gable,VinylSd,VinylSd,BrkFace,PConc,Attchd,215000
432.0,672,4,3,3,3,0,low,RM,Inside,low,1Story,Gable,Wd Sdng,Wd Sdng,None,BrkTil,NA,72000
1193.0,1523,6,3,3,3,3,mid,RL,Inside,mid,1Story,Gable,Plywood,Plywood,BrkFace,CBlock,Attchd,180000
1606.0,1651,6,3,3,3,3,mid,RL,Inside,mid,1Story,Gable,VinylSd,Plywood,Stone,CBlock,Attchd,184000
1041.0,1041,5,3,5,3,2,mid,RL,Corner,low,1Story,Gable,MetalSd,MetalSd,BrkFace,CBlock,Attchd,124500
1604.0,1604,5,3,3,3,1,low,RL,Corner,low,1Story,Gable,HdBoard,HdBoard,None,CBlock,Attchd,135000
